isbn13,title,authors,categories,thumbnail,yearPublished,averageRating
9780873527361,Approaches to Teaching Atwood's The Handmaid's Tale and Other Works,Sharon Rose Wilson;Thomas B. Friedman;Shannon Eileen Hengen,Literary Criticism,http://books.google.com/books/content?id=GOVzQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1996,3.75
9780874518252,"Julie, Or, The New Heloise",Jean-Jacques Rousseau;Roger D. Masters;Christopher Kelly,Literary Criticism,http://books.google.com/books/content?id=H4PGHmtJoOkC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1997,3.46
9780874778717,The Search for the Beloved,Jean Houston,"Body, Mind & Spirit",http://books.google.com/books/content?id=qg3jQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1997,4
9780874808001,A Gateway to Sindarin,David Salo,Language Arts & Disciplines,http://books.google.com/books/content?id=4dsSn0QAmi0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,2004,3.73
9780875168166,The Guide to Dan Brown's The Solomon Key,Greg Taylor,"Body, Mind & Spirit",http://books.google.com/books/content?id=5mtwPQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005,2.98
9780875428321,Three Books of Occult Philosophy,Heinrich Cornelius Agrippa von Nettesheim,"Body, Mind & Spirit",http://books.google.com/books/content?id=5YjXnoAaYowC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1993,4.1
9780875526027,Blame It on the Brain?,Edward T. Welch,Medical,http://books.google.com/books/content?id=278ex4-8PtcC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1998,4.05
9780876851388,Mockingbird Wish Me Luck,Charles Bukowski,Fiction,http://books.google.com/books/content?id=RFHGlgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2002,4.13
9780876856833,You Get So Alone at Times,Charles Bukowski,Fiction,http://books.google.com/books/content?id=6t3SlgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2002,4.25
9780877002383,Herman N. Hesse's Narcissus and Goldmund,Kathleen E. Digan,,,1976,4.29
9780877477853,The Loftier Way,Blaine M. Yorgason;Brenton G. Yorgason,Fiction,http://books.google.com/books/content?id=2g5GO7mjmEwC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1985,3.78
9780877880202,A Full House,Madeleine L'Engle,Fiction,http://books.google.com/books/content?id=dBmYPAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1999,3.99
9780877887263,The Rock that is Higher,Madeleine L'Engle,Religion,http://books.google.com/books/content?id=Q-8EAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1993,4.13
9780878052738,Conversations with Ernest Hemingway,Ernest Hemingway;Matthew Joseph Bruccoli,Literary Criticism,http://books.google.com/books/content?id=AYQdKWlNE28C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1986,4.17
9780878056262,Conversations with Jerzy Kosinski,Jerzy Kosinski,Literary Criticism,http://books.google.com/books/content?id=GYCLY-KyPGUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1993,3.75
9780878057009,Conversations with John Updike,John Updike;James Plath,Biography & Autobiography,http://books.google.com/books/content?id=eXsddzer-FQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1994,3.58
9780878510375,The Good Housekeeping Illustrated Cookbook,Zoe Coulson,Cookbooks,,1980,4.36
9780878937202,Essentials of Conservation Biology,Richard B. Primack,Science,http://books.google.com/books/content?id=spaGQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006,3.89
9780879074494,Exercitia Spiritualia,Saint Gertrude (the Great),Religion,http://books.google.com/books/content?id=aehfQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1989,3.2
9780879100360,Harpo Speaks!,Harpo Marx;Rowland Barber,Biography & Autobiography,http://books.google.com/books/content?id=vdky6OK4z4gC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1985,4.4
9780879102784,Jean Arthur,John Oller,Biography & Autobiography,http://books.google.com/books/content?id=gdDl4Y38jD4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,1999,3.89
9780879232153,Hamlet's Mill,Giorgio De Santillana;Hertha von Dechend,Philosophy,http://books.google.com/books/content?id=ql7ATHGee50C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1977,4.27
9780879237516,"Life, a User's Manual",Georges Perec,Fiction,http://books.google.com/books/content?id=mOu_ZfwIRJkC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1987,4.22
9780879239480,Broken Vessels,Andre Dubus,Fiction,http://books.google.com/books/content?id=7G4r5T_rINoC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1992,4.32
9780879387556,John Deere Farm Tractors,Randy Leffingwell,Technology & Engineering,http://books.google.com/books/content?id=Tp1xPQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1992,4.22
9780879697129,Bioinformatics,David W. Mount,Science,http://books.google.com/books/content?id=bvY21DGa1OwC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2004,3.87
9780879975319,The Many Worlds of Magnus Ridolph,Jack Vance,"Science fiction, American",,1980,3.92
9780880014403,The Assignation,Joyce Carol Oates,Fiction,http://books.google.com/books/content?id=fokfOwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1996,3.81
9780880015080,First Love,Joyce Carol Oates,Fiction,http://books.google.com/books/content?id=Wp2vIgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1997,3.19
9780880071314,Follow Your Heart's Vegetarian Soup Cookbook,Janice Cook Migliaccio;Janice Cook Knight,Cooking,http://books.google.com/books/content?id=oLD8JwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1983,3.47
9780880291231,The Roald Dahl Omnibus,Roald Dahl,England,http://books.google.com/books/content?id=Q3pCFbvW0fUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1987,4.35
9780880292511,Understanding Physics,Isaac Asimov,Physics,http://books.google.com/books/content?id=pSKvaLV6zkcC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1988,4.13
9780881507195,King Arthur Flour Whole Grain Baking,,Cooking,http://books.google.com/books/content?id=nXLcPAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006,4.13
9780881792065,The elements of typographic style,Robert Bringhurst,Design,http://books.google.com/books/content?id=uKkQAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2004,4.24
9780881842678,The Secret of Santa Vittoria,Robert Crichton,Fiction,,1986,4.13
9780881927696,A Book of Blue Flowers,R. L. Geneve,Gardening,http://books.google.com/books/content?id=EsbHMAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006,3.83
